suburb,point
Lake View,"41.9367,-87.6368"
Loop,"41.881,-87.6167"
Uptown,"41.9616,-87.666"
Lake View,"41.9491,-87.6544"
Near South Side,"41.8673,-87.6153"
Near North Side,"41.894,-87.6293"
Edgewater,"41.978,-87.668"
Loop,"41.8708,-87.6257"
Near West Side,"41.8834,-87.6412"
,"41.8908,-87.6317"
Loop,"41.8726,-87.6335"
Loop,"41.8721,-87.6295"
Lincoln Park,"41.9181,-87.6438"
Lincoln Park,"41.9239,-87.6358"
Near West Side,"41.8783,-87.6439"
Lincoln Park,"41.9102,-87.6435"
Logan Square,"41.9248,-87.7144"
,"41.8915,-87.6268"
Lincoln Park,"41.9319,-87.6779"
Loop,"41.8783,-87.6355"
Loop,"41.8759,-87.6306"
Near South Side,"41.8661,-87.6073"
Hyde Park,"41.7915,-87.5999"
Lake View,"41.9395,-87.6638"
Lincoln Park,"41.9121,-87.6347"
Loop,"41.875,-87.6331"
,"41.8915,-87.6268"
Loop,"41.884,-87.6247"
Loop,"41.8762,-87.6244"
Near West Side,"41.8715,-87.6699"
,"41.8892,-87.6385"
Loop,"41.881,-87.6167"
Lincoln Park,"41.9253,-87.6658"
West Town,"41.8992,-87.6722"
West Town,"41.8946,-87.6535"
Edgewater,"41.9948,-87.6603"
Hyde Park,"41.8026,-87.5904"
,"41.8908,-87.6317"
Rogers Park,"42.0011,-87.6614"
Lincoln Park,"41.9138,-87.6529"
Near West Side,"41.8817,-87.6395"
Loop,"41.8844,-87.6196"
Loop,"41.8801,-87.6356"
Lincoln Square,"41.963,-87.6848"
Uptown,"41.9671,-87.6674"
Logan Square,"41.9175,-87.7018"
Loop,"41.8782,-87.6319"
Near West Side,"41.8675,-87.6486"
,"41.908,-87.6315"
Uptown,"41.9658,-87.6454"
West Town,"41.9034,-87.668"
Near West Side,"41.8856,-87.6418"
Near West Side,"41.8804,-87.6426"
Lincoln Square,"41.9687,-87.6962"
West Town,"41.8918,-87.6588"
Lincoln Park,"41.9313,-87.6444"
Uptown,"41.9695,-87.6547"
Lake View,"41.9434,-87.6708"
Near West Side,"41.8649,-87.6471"
Lake View,"41.9507,-87.6687"
West Town,"41.9104,-87.6972"
,"41.8944,-87.6227"
Loop,"41.8869,-87.626"
,"41.8968,-87.6309"
Near South Side,"41.8673,-87.6155"
Loop,"41.8777,-87.6353"
Lincoln Park,"41.912,-87.6319"
West Town,"41.8916,-87.6484"
West Garfield Park,"41.8859,-87.7354"
Near West Side,"41.8693,-87.6737"
Near North Side,"41.8902,-87.6262"
Hyde Park,"41.8025,-87.5902"
Loop,"41.8821,-87.6251"
Loop,"41.8708,-87.6312"
Lincoln Park,"41.9326,-87.6364"
Lincoln Park,"41.9218,-87.6441"
,"41.9023,-87.6277"
Lincoln Park,"41.9262,-87.6309"
Lake View,"41.933,-87.6478"
Near West Side,"41.8859,-87.6672"
Near South Side,"41.8576,-87.6194"
Near North Side,"41.8978,-87.6429"
Uptown,"41.9616,-87.6547"
,"41.903,-87.6313"
Near South Side,"41.8672,-87.6154"
Near West Side,"41.8671,-87.6411"
,"41.9434,-87.6797"
Lincoln Park,"41.9313,-87.6387"
Loop,"41.8679,-87.623"
Lake View,"41.9493,-87.6545"
Loop,"41.8847,-87.6277"
West Town,"41.8918,-87.6588"
,"41.901,-87.6238"
Logan Square,"41.9267,-87.6977"
West Town,"41.9007,-87.6626"
Logan Square,"41.916,-87.6773"
Uptown,"41.9733,-87.6679"
,"41.9106,-87.6494"
Near West Side,"41.8841,-87.6543"
,"41.8915,-87.6268"
Lincoln Park,"41.9121,-87.6347"
Near West Side,"41.8822,-87.6411"
Loop,"41.8846,-87.6319"
Lake View,"41.9547,-87.6739"
Loop,"41.886,-87.6241"
Near West Side,"41.8834,-87.6412"
Loop,"41.881,-87.6241"
Irving Park,"41.954,-87.7191"
Lake View,"41.9542,-87.6643"
,"42.0582,-87.6774"
Hyde Park,"41.7932,-87.5878"
Near West Side,"41.8856,-87.6418"
Near West Side,"41.8671,-87.6411"
,"41.8923,-87.612"
Lincoln Park,"41.9256,-87.6584"
Uptown,"41.964,-87.6382"
,"41.9067,-87.6348"
Loop,"41.8869,-87.626"
Loop,"41.8679,-87.623"
Lincoln Park,"41.9117,-87.6268"
Loop,"41.8706,-87.6258"
Lincoln Park,"41.9183,-87.6363"
Lake View,"41.9376,-87.6441"
Near North Side,"41.9035,-87.6434"
,"41.8915,-87.6268"
Lincoln Park,"41.9181,-87.6437"
Near West Side,"41.8837,-87.6487"
Lincoln Park,"41.9184,-87.6522"
West Town,"41.9034,-87.6678"
Lincoln Park,"41.9218,-87.6441"
Lincoln Park,"41.9287,-87.6538"
Loop,"41.886,-87.6241"
Lake View,"41.9445,-87.6547"
West Town,"41.9034,-87.6678"
Lower West Side,"41.8579,-87.6688"
Lake View,"41.9395,-87.6637"
Lake View,"41.9402,-87.653"
Uptown,"41.9579,-87.6495"
Woodlawn,"41.7851,-87.6011"
Lake View,"41.9482,-87.6639"
Near South Side,"41.8661,-87.6073"
Lincoln Park,"41.9199,-87.6488"
Near North Side,"41.8964,-87.6263"
Hyde Park,"41.7943,-87.6014"
Lake View,"41.9367,-87.6368"
,"42.0636,-87.6987"
Lake View,"41.9494,-87.6465"
Hyde Park,"41.7953,-87.5965"
Loop,"41.8721,-87.6296"
Lincoln Park,"41.9287,-87.6538"
Lake View,"41.9393,-87.6684"
Uptown,"41.9733,-87.6679"
Near North Side,"41.8958,-87.6259"
West Town,"41.9029,-87.6873"
Lake View,"41.9394,-87.6682"
Near South Side,"41.8578,-87.6246"
West Town,"41.9126,-87.6814"
Loop,"41.8721,-87.6296"
,"41.8922,-87.6119"
Near North Side,"41.8918,-87.6206"
Lake View,"41.9361,-87.6698"
,"41.8968,-87.6309"
Lincoln Park,"41.9117,-87.6268"
Near West Side,"41.8828,-87.6612"
Lincoln Park,"41.9259,-87.639"
Uptown,"41.9671,-87.6674"
,"41.8908,-87.6317"
Lincoln Park,"41.9182,-87.6569"
Loop,"41.8842,-87.6296"
Lower West Side,"41.8549,-87.6636"
Lower West Side,"41.8551,-87.6541"
Lake View,"41.9528,-87.65"
Lincoln Park,"41.912,-87.6319"
Loop,"41.881,-87.6241"
Lincoln Park,"41.9137,-87.6529"
Kenwood,"41.8094,-87.5919"
Near South Side,"41.8661,-87.6073"
,"41.8906,-87.6221"
Lake View,"41.9396,-87.6589"
Loop,"41.8869,-87.626"
Hyde Park,"41.7887,-87.6013"
Loop,"41.887,-87.6128"
Edgewater,"41.984,-87.6523"
Lake View,"41.9491,-87.6486"
,"41.8926,-87.6145"
West Town,"41.8964,-87.6541"
Near West Side,"41.8859,-87.6672"
Logan Square,"41.9185,-87.6974"
West Town,"41.8887,-87.6445"
Lincoln Park,"41.9287,-87.6538"
Lincoln Park,"41.9326,-87.6364"
Near North Side,"41.9035,-87.6434"
,"41.8892,-87.6385"
Logan Square,"41.9201,-87.678"
Lincoln Park,"41.9288,-87.664"
Lincoln Park,"41.9114,-87.6387"
Near West Side,"41.8819,-87.6412"
Lincoln Park,"41.9259,-87.6493"
Logan Square,"41.9202,-87.6927"
Loop,"41.8798,-87.6348"
Lincoln Park,"41.9139,-87.6488"
Logan Square,"41.916,-87.6689"
Loop,"41.8777,-87.6353"
Near North Side,"41.894,-87.6293"
Loop,"41.8782,-87.6319"
Lincoln Park,"41.9295,-87.6431"
Logan Square,"41.914,-87.7051"
Lincoln Park,"41.9239,-87.6358"
Uptown,"41.964,-87.6382"
Lincoln Park,"41.9313,-87.6387"
Near West Side,"41.8837,-87.6487"
,"41.8568,-87.6339"
Lincoln Park,"41.9032,-87.6343"
Near North Side,"41.8977,-87.6235"
Near West Side,"41.8779,-87.662"
West Town,"41.8918,-87.6588"
Logan Square,"41.9178,-87.6824"
Near West Side,"41.8841,-87.6543"
Lincoln Park,"41.9263,-87.6308"
Lincoln Square,"41.9691,-87.6742"
,"41.8906,-87.6221"
Loop,"41.8728,-87.624"
Woodlawn,"41.7806,-87.6058"
Lincoln Square,"41.9615,-87.6912"
Loop,"41.881,-87.6168"
,"41.8982,-87.6375"
Loop,"41.8765,-87.6204"
Lake View,"41.9376,-87.6441"
Near West Side,"41.8819,-87.6488"
Loop,"41.881,-87.6167"
,"41.8899,-87.6343"
Lincoln Park,"41.9312,-87.6443"
,"41.899,-87.6299"
Loop,"41.8843,-87.6296"
Loop,"41.8778,-87.6241"
Lake View,"41.9462,-87.6734"
Edgewater,"41.984,-87.6603"
Lower West Side,"41.8575,-87.6463"
Lake View,"41.9365,-87.6475"
Near West Side,"41.8715,-87.6699"
Loop,"41.8726,-87.6335"
Woodlawn,"41.7851,-87.6011"
Uptown,"41.9639,-87.6382"
Near West Side,"41.8804,-87.6427"
Lincoln Park,"41.9157,-87.6346"
Near North Side,"41.8958,-87.6259"
Loop,"41.8772,-87.6278"
Loop,"41.8762,-87.6244"
Near West Side,"41.8828,-87.6612"
Lincoln Park,"41.9312,-87.6443"
Loop,"41.8679,-87.623"
Armour Square,"41.8531,-87.6319"
,"41.8899,-87.6343"
,"41.901,-87.6238"
Near West Side,"41.8841,-87.6543"
Lincoln Park,"41.9322,-87.6586"
,"41.8926,-87.6145"
Lincoln Park,"41.9313,-87.6387"
Lincoln Park,"41.9102,-87.6435"
Lake View,"41.9493,-87.6545"
Loop,"41.8721,-87.6296"
Hyde Park,"41.8026,-87.5904"
,"41.8892,-87.6385"
,"41.9097,-87.6481"
West Town,"41.892,-87.6894"
Loop,"41.886,-87.6241"
Hyde Park,"41.8024,-87.5869"
West Town,"41.9029,-87.6873"
Lincoln Park,"41.912,-87.6319"
Loop,"41.8825,-87.6325"
Lake View,"41.9495,-87.6465"
Loop,"41.8845,-87.6295"
,"41.8923,-87.612"
Near West Side,"41.8717,-87.651"
Near North Side,"41.8918,-87.6206"
,"41.8923,-87.6123"
,"41.8915,-87.6268"
,"41.8899,-87.6343"
Loop,"41.8727,-87.624"
Loop,"41.8765,-87.6205"
Near North Side,"41.9035,-87.6434"
Uptown,"41.9695,-87.6547"
Lake View,"41.9394,-87.6684"
Loop,"41.8759,-87.6306"
Near West Side,"41.8777,-87.6548"
,"41.8908,-87.6317"
Loop,"41.8708,-87.6312"
Near South Side,"41.8661,-87.6073"
West Town,"41.9034,-87.6678"
Douglas,"41.8347,-87.6258"
Near West Side,"41.8834,-87.6412"
Lincoln Park,"41.9313,-87.6387"
Loop,"41.8778,-87.6241"
Loop,"41.8679,-87.623"
Near North Side,"41.894,-87.6293"
Woodlawn,"41.7811,-87.576"
Near West Side,"41.8624,-87.6511"
Armour Square,"41.8531,-87.6319"
Loop,"41.8869,-87.626"
Lake View,"41.9408,-87.6392"
,"41.8945,-87.6178"
Hyde Park,"41.7887,-87.6013"
Rogers Park,"42.016,-87.6686"
Near North Side,"41.8949,-87.6323"
Lincoln Park,"41.9256,-87.6584"
Lincoln Park,"41.9259,-87.6493"
Near West Side,"41.8779,-87.662"
Near North Side,"41.891,-87.6355"
Hyde Park,"41.7996,-87.5948"
Near West Side,"41.8854,-87.642"
Near North Side,"41.9002,-87.643"
Logan Square,"41.9185,-87.6974"
Loop,"41.8812,-87.624"
,"41.891,-87.6354"
Lincoln Park,"41.9287,-87.6538"
Lincoln Park,"41.9157,-87.6346"
Near West Side,"41.8821,-87.6398"
Lake View,"41.9394,-87.6684"
Near South Side,"41.8578,-87.6246"
Near North Side,"41.8918,-87.6206"
West Town,"41.8918,-87.6588"
Lincoln Park,"41.9268,-87.6344"
,"41.9067,-87.6353"
Near West Side,"41.8671,-87.6411"
,"41.8892,-87.6385"
,"42.0582,-87.6774"
,"41.8944,-87.6227"
Near North Side,"41.8915,-87.6265"
Logan Square,"41.9227,-87.6971"
Lake View,"41.9401,-87.6455"
Near North Side,"41.8902,-87.6262"
,"41.8923,-87.612"
West Town,"41.9034,-87.6678"
Loop,"41.884,-87.6247"
Lake View,"41.9492,-87.6545"
Lincoln Park,"41.9287,-87.6538"
Edgewater,"41.9897,-87.6601"
Near West Side,"41.8783,-87.6413"
Lake View,"41.9481,-87.6642"
Near North Side,"41.8949,-87.6323"
Lincoln Park,"41.9268,-87.6344"
Hyde Park,"41.7887,-87.6013"
Lincoln Park,"41.9295,-87.6431"
Near West Side,"41.8703,-87.6395"
Hyde Park,"41.7915,-87.5999"
Near West Side,"41.8829,-87.6612"
Loop,"41.8681,-87.623"
Loop,"41.8675,-87.6322"
Lincoln Park,"41.9183,-87.6363"
Near West Side,"41.8821,-87.6398"
Loop,"41.8848,-87.6274"
West Town,"41.8992,-87.6722"
,"41.8908,-87.6317"
Lincoln Park,"41.9263,-87.6308"
West Town,"41.9105,-87.6972"
West Town,"41.9071,-87.6672"
Lincoln Park,"41.9263,-87.6308"
West Town,"41.9033,-87.6784"
Near North Side,"41.8978,-87.6429"
Near North Side,"41.894,-87.6293"
Near West Side,"41.8718,-87.6466"
Lincoln Park,"41.9324,-87.6527"
Loop,"41.8763,-87.6292"
Near North Side,"41.8901,-87.6262"
Near South Side,"41.8603,-87.6258"
Near North Side,"41.8947,-87.6384"
Uptown,"41.964,-87.6382"
Armour Square,"41.8345,-87.6318"
Lincoln Park,"41.9263,-87.6308"
Lake View,"41.9365,-87.6476"
Uptown,"41.9695,-87.6547"
Loop,"41.8726,-87.6335"
Loop,"41.881,-87.6241"
Near West Side,"41.8776,-87.6739"
Lincoln Park,"41.9326,-87.6364"
,"41.9429,-87.6874"
Loop,"41.8811,-87.6241"
Near West Side,"41.8693,-87.6737"
Near North Side,"41.8947,-87.6384"
,"41.8915,-87.6268"
,"41.8877,-87.6371"
Loop,"41.8847,-87.6195"
Logan Square,"41.9175,-87.7018"
Lincoln Park,"41.926,-87.6494"
Lincoln Park,"41.9263,-87.6308"
Loop,"41.881,-87.6167"
Irving Park,"41.9611,-87.6955"
Lincoln Park,"41.9218,-87.6441"
Near West Side,"41.8837,-87.6487"
Uptown,"41.961,-87.6496"
,"41.8958,-87.6201"
Near West Side,"41.8624,-87.6511"
,"41.8943,-87.6228"
Lincoln Park,"41.9182,-87.6569"
Logan Square,"41.9177,-87.6915"
West Town,"41.9103,-87.6701"
Lower West Side,"41.8576,-87.6615"
,"42.0582,-87.6774"
,"41.8947,-87.6344"
,"41.8969,-87.6217"
Lincoln Park,"41.9259,-87.6493"
Lincoln Park,"41.9297,-87.6431"
Near West Side,"41.8841,-87.6543"
Edgewater,"41.9948,-87.6603"
Loop,"41.8777,-87.6353"
,"41.901,-87.6238"
Lincoln Park,"41.9288,-87.6685"
,"41.8923,-87.612"
Hyde Park,"41.8024,-87.5869"
Lake View,"41.9561,-87.6688"
Near South Side,"41.8672,-87.6154"
Near North Side,"41.8947,-87.6383"
,"41.8923,-87.612"
,"41.8943,-87.6228"
Near West Side,"41.8866,-87.658"
Grand Boulevard,"41.803,-87.6066"
Lake View,"41.9365,-87.6475"
Lincoln Park,"41.9121,-87.6347"
Loop,"41.8868,-87.6223"
Near South Side,"41.8563,-87.6134"
Logan Square,"41.9186,-87.6974"
Lincoln Park,"41.9184,-87.6522"
,"41.9023,-87.6277"
West Town,"41.8964,-87.6541"
Douglas,"41.8349,-87.6179"
Lincoln Park,"41.9312,-87.6442"
,"41.8926,-87.6145"
,"41.8969,-87.6217"
Lincoln Park,"41.9324,-87.6527"
Near North Side,"41.8914,-87.618"
Loop,"41.8679,-87.623"
Near West Side,"41.8695,-87.6555"
,"41.8908,-87.6317"
Lake View,"41.9528,-87.65"
Lake View,"41.9395,-87.6637"
Lincoln Park,"41.9263,-87.6308"
,"42.0582,-87.6775"
Lake View,"41.9494,-87.6545"
,"41.8899,-87.6343"
,"41.9011,-87.6237"
West Town,"41.9007,-87.6626"
Lincoln Park,"41.9259,-87.6493"
Loop,"41.8827,-87.6325"
Lincoln Park,"41.9319,-87.6779"
Rogers Park,"42.0209,-87.6651"
,"41.8923,-87.612"
Lower West Side,"41.8575,-87.6463"
Hyde Park,"41.7952,-87.5807"
Lincoln Park,"41.9326,-87.6364"
Lake View,"41.9495,-87.6465"
West Town,"41.9007,-87.6626"
,"41.9023,-87.6277"
Loop,"41.8721,-87.6296"
Near West Side,"41.8713,-87.6737"
Near West Side,"41.8796,-87.6402"
Loop,"41.8847,-87.6195"
Grand Boulevard,"41.8167,-87.6194"
Lincoln Park,"41.9324,-87.6527"
Lincoln Park,"41.9326,-87.6364"
Lincoln Park,"41.9114,-87.6387"
West Town,"41.9003,-87.6967"
Lake View,"41.9363,-87.6527"
Loop,"41.8795,-87.6257"
Lincoln Park,"41.9268,-87.6344"
,"41.891,-87.6354"
Hyde Park,"41.7995,-87.601"
Albany Park,"41.9667,-87.708"
West Town,"41.9094,-87.6777"
,"41.9067,-87.6351"
Lake View,"41.9376,-87.644"
,"41.903,-87.6313"
Lake View,"41.9507,-87.6686"
Loop,"41.8847,-87.6195"
Rogers Park,"42.016,-87.6687"
Lincoln Park,"41.9184,-87.6522"
Lake View,"41.9437,-87.6638"
West Town,"41.9033,-87.6785"
Near West Side,"41.8624,-87.6511"
Loop,"41.881,-87.6241"
Near North Side,"41.8967,-87.6357"
Douglas,"41.8421,-87.617"
,"41.903,-87.6313"
,"41.8915,-87.6268"
Hyde Park,"41.7996,-87.5948"
,"41.9097,-87.6481"
West Town,"41.8916,-87.6484"
Loop,"41.8772,-87.6278"
Loop,"41.8821,-87.6251"
Loop,"41.8811,-87.6241"
Near North Side,"41.8958,-87.6259"
Lincoln Park,"41.9117,-87.6268"
New City,"41.8382,-87.6451"
Near West Side,"41.8828,-87.6612"
Bridgeport,"41.8307,-87.647"
Hyde Park,"41.7887,-87.6013"
West Town,"41.9034,-87.6678"
Near West Side,"41.8713,-87.6736"
Near South Side,"41.8563,-87.6134"
Near South Side,"41.8566,-87.6275"
Loop,"41.8847,-87.628"
Lake View,"41.9376,-87.6441"
Loop,"41.8679,-87.623"
Near West Side,"41.8832,-87.6511"
Near North Side,"41.8986,-87.6219"
Lincoln Park,"41.9117,-87.6268"
Loop,"41.8908,-87.6186"
Near North Side,"41.894,-87.6293"
,"41.8882,-87.6364"
Lake View,"41.9326,-87.6659"
West Town,"41.8945,-87.6534"
Lincoln Park,"41.9259,-87.639"
,"41.8882,-87.6364"
Near South Side,"41.8672,-87.626"
,"41.9023,-87.6277"
Lincoln Park,"41.9182,-87.6569"
Armour Square,"41.8531,-87.6319"
Near West Side,"41.8793,-87.6399"
,"41.8923,-87.612"
Lincoln Park,"41.9263,-87.6308"
Lincoln Park,"41.9137,-87.6528"
,"41.901,-87.6238"
Edgewater,"41.984,-87.6523"
,"41.8923,-87.612"
Loop,"41.881,-87.6241"
West Town,"41.9077,-87.6726"
Lake View,"41.9365,-87.6475"
Uptown,"41.9733,-87.6679"
Lincoln Park,"41.9326,-87.6364"
Hyde Park,"41.7995,-87.5864"
,"41.8951,-87.6237"
Near West Side,"41.8831,-87.657"
Avondale,"41.9394,-87.7236"
Near West Side,"41.8613,-87.6566"
,"41.9467,-87.6834"
Lincoln Park,"41.9183,-87.6363"
West Town,"41.8887,-87.6445"
Lincoln Park,"41.9121,-87.6347"
Loop,"41.8847,-87.628"
Edgewater,"41.9784,-87.6598"
Woodlawn,"41.7851,-87.6011"
Lincoln Square,"41.9659,-87.6936"
West Ridge,"41.9912,-87.6836"
Lincoln Park,"41.9157,-87.6346"
,"41.8975,-87.6287"
West Town,"41.8996,-87.6677"
Lake View,"41.948,-87.6642"
Loop,"41.8759,-87.6306"
Lake View,"41.9395,-87.6637"
Lincoln Park,"41.9117,-87.6268"
Lake View,"41.9401,-87.6455"
Loop,"41.8905,-87.6181"
Near North Side,"41.894,-87.6293"
Uptown,"41.9716,-87.6502"
Loop,"41.8803,-87.6352"
Loop,"41.8795,-87.6257"
,"41.8923,-87.612"
Lincoln Square,"41.963,-87.6848"
,"41.8947,-87.6344"
Uptown,"41.9733,-87.6679"
Near West Side,"41.8703,-87.6395"
West Town,"41.9105,-87.6824"
Lincoln Park,"41.9136,-87.6528"
Lincoln Park,"41.912,-87.6319"
,"41.9029,-87.6315"
Loop,"41.8679,-87.623"
Near West Side,"41.8695,-87.6555"
Logan Square,"41.9176,-87.7018"
Lake View,"41.9367,-87.6368"
New City,"41.8382,-87.6451"
Lake View,"41.9495,-87.6464"
Lincoln Park,"41.9222,-87.6389"
Uptown,"41.9733,-87.6679"
Lincoln Park,"41.9157,-87.6346"
Lincoln Park,"41.9254,-87.6659"
Lincoln Park,"41.9312,-87.6443"
Lincoln Park,"41.9324,-87.6527"
Near West Side,"41.8777,-87.6494"
Loop,"41.881,-87.6167"
,"41.899,-87.6299"
Near North Side,"41.8977,-87.6235"
Loop,"41.881,-87.6241"
Uptown,"41.964,-87.6382"
,"41.8927,-87.6144"
,"41.901,-87.6238"
West Town,"41.8984,-87.6866"
Loop,"41.8842,-87.6296"
Loop,"41.8834,-87.6298"
Uptown,"41.968,-87.65"
Uptown,"41.964,-87.6382"
Lincoln Park,"41.9184,-87.6522"
Lincoln Park,"41.9322,-87.6586"
Edgewater,"41.9909,-87.6697"
Lincoln Park,"41.9289,-87.6686"
Near North Side,"41.8948,-87.6322"
West Town,"41.9078,-87.6858"
,"41.901,-87.6238"
Lake View,"41.9433,-87.671"
Avondale,"41.9353,-87.7169"
,"41.8899,-87.6343"
Near North Side,"41.8938,-87.6417"
Lincoln Park,"41.9183,-87.6363"
Lake View,"41.9365,-87.6475"
Loop,"41.8821,-87.6251"
Lincoln Park,"41.9121,-87.6347"
Lake View,"41.9433,-87.671"
Hyde Park,"41.7879,-87.5883"
Lincoln Park,"41.9114,-87.6387"
Lincoln Park,"41.9259,-87.639"
Lake View,"41.9365,-87.6475"
Loop,"41.8845,-87.6194"
Near South Side,"41.8563,-87.6134"
,"41.9067,-87.6348"
,"41.8899,-87.6343"
Lincoln Park,"41.9121,-87.6347"
Lincoln Park,"41.9032,-87.6343"
,"41.903,-87.6313"
Uptown,"41.9579,-87.6495"
,"41.89,-87.6366"
Loop,"41.8846,-87.6319"
Uptown,"41.9733,-87.6679"
Near West Side,"41.8846,-87.6446"
Lincoln Park,"41.9239,-87.6358"
South Shore,"41.7664,-87.5657"
Loop,"41.8795,-87.6257"
Near West Side,"41.869,-87.6591"
,"41.89,-87.6366"
West Town,"41.9103,-87.6701"
Uptown,"41.9737,-87.66"
Lincoln Square,"41.9671,-87.6791"
,"41.901,-87.6238"
Lincoln Park,"41.9325,-87.6527"
Uptown,"41.9681,-87.65"
Lake View,"41.9331,-87.6478"
West Town,"41.9004,-87.6968"
Lake View,"41.9455,-87.6464"
Lincoln Square,"41.9691,-87.6742"
Lincoln Park,"41.9137,-87.6528"
Loop,"41.8721,-87.6296"
Uptown,"41.9671,-87.6674"
,"41.8922,-87.6119"
Loop,"41.8785,-87.6299"
,"41.9466,-87.6946"
Loop,"41.8847,-87.6195"
Douglas,"41.8421,-87.617"
Lincoln Square,"41.9671,-87.679"
,"41.8313,-87.6088"
Logan Square,"41.9146,-87.668"
Albany Park,"41.961,-87.729"
Uptown,"41.9616,-87.666"
West Town,"41.8996,-87.6677"
Hyde Park,"41.7995,-87.5862"
West Town,"41.8956,-87.6721"
Lake View,"41.9408,-87.6392"
,"41.8947,-87.6344"
Lincoln Park,"41.9239,-87.6358"
Lake View,"41.9376,-87.6441"
Uptown,"41.9688,-87.6577"
Lincoln Park,"41.9181,-87.6437"
Lincoln Park,"41.9183,-87.6363"
Loop,"41.881,-87.6167"
Near North Side,"41.8986,-87.6219"
Near West Side,"41.8777,-87.6548"
Near North Side,"41.9003,-87.643"
Loop,"41.875,-87.6331"
Near West Side,"41.8799,-87.686"
Lincoln Park,"41.9102,-87.6435"
Loop,"41.8864,-87.6175"
Near North Side,"41.8958,-87.6259"
Lake View,"41.9482,-87.6639"
Lincoln Park,"41.9295,-87.6431"
,"41.9107,-87.6494"
Lincoln Park,"41.9117,-87.6268"
,"41.8947,-87.6344"
Near West Side,"41.8837,-87.6487"
,"41.8923,-87.612"
,"41.9095,-87.6481"
Near North Side,"41.8918,-87.6206"
Humboldt Park,"41.8955,-87.7061"
Lake View,"41.9508,-87.6592"
Near South Side,"41.8672,-87.6154"
,"41.9023,-87.6277"
Near North Side,"41.894,-87.6293"
Lake View,"41.9491,-87.6486"
Loop,"41.8908,-87.6186"
Hyde Park,"41.7943,-87.6014"
,"41.8923,-87.612"
,"41.903,-87.6313"
Near West Side,"41.8834,-87.6412"
Lake View,"41.9401,-87.6455"
Near South Side,"41.8661,-87.6073"
Uptown,"41.964,-87.6382"
Near West Side,"41.8856,-87.6418"
Logan Square,"41.9177,-87.6914"
Loop,"41.8847,-87.6195"
Lincoln Park,"41.9256,-87.6537"
Lake View,"41.9542,-87.6544"
Loop,"41.8782,-87.6319"
Near West Side,"41.8855,-87.6523"
Near West Side,"41.8785,-87.6411"
,"42.0346,-87.6992"
Near West Side,"41.8703,-87.6395"
Lake View,"41.9394,-87.6684"
Hyde Park,"41.7943,-87.6014"
,"41.8908,-87.6317"
Lincoln Park,"41.9137,-87.6529"
,"41.8923,-87.612"
Near West Side,"41.873,-87.6691"
Loop,"41.881,-87.6241"
Near West Side,"41.8819,-87.6488"
,"41.9069,-87.6262"
Lincoln Park,"41.9224,-87.6389"
Near North Side,"41.894,-87.6293"
Near West Side,"41.8819,-87.6488"
,"41.9106,-87.6494"
Lake View,"41.9494,-87.6545"
,"41.8892,-87.6385"
Woodlawn,"41.781,-87.5761"
Lincoln Park,"41.9032,-87.6343"
Lake View,"41.9542,-87.6544"
Hyde Park,"41.8026,-87.5904"
Near West Side,"41.8722,-87.6615"
Hyde Park,"41.7943,-87.6014"
West Town,"41.9126,-87.6814"
,"41.8999,-87.6344"
West Town,"41.9094,-87.6778"
Near West Side,"41.8847,-87.6446"
Hyde Park,"41.7915,-87.5999"
Lincoln Park,"41.9324,-87.6527"
Loop,"41.881,-87.6241"
Loop,"41.8675,-87.6322"
,"41.8947,-87.6344"
Loop,"41.8858,-87.6355"
Near West Side,"41.8777,-87.6548"
Near West Side,"41.8866,-87.658"
Lincoln Park,"41.9268,-87.6344"
Near West Side,"41.8832,-87.6573"
,"41.8897,-87.6336"
Lincoln Square,"41.9659,-87.6936"
Uptown,"41.9738,-87.6597"
Edgewater,"41.9947,-87.6602"
West Town,"41.9094,-87.6777"
Loop,"41.8721,-87.6296"
West Town,"41.9029,-87.6873"
Lincoln Park,"41.9123,-87.6348"
Loop,"41.881,-87.6167"
Lincoln Park,"41.9121,-87.6347"
Logan Square,"41.9241,-87.6765"
Loop,"41.886,-87.6309"
Near South Side,"41.8641,-87.6237"
Lincoln Park,"41.9312,-87.6443"
Lincoln Park,"41.9032,-87.6343"
Near West Side,"41.8693,-87.6737"
Lake View,"41.9615,-87.6714"
Armour Square,"41.8345,-87.6318"
Lake View,"41.9494,-87.6545"
Loop,"41.8869,-87.626"
,"41.8882,-87.6364"
,"41.899,-87.6299"
Loop,"41.886,-87.6309"
,"41.9076,-87.6386"
Lincoln Park,"41.9219,-87.644"
Lake View,"41.9508,-87.6592"
Near West Side,"41.8718,-87.6466"
,"41.903,-87.6313"
Lake View,"41.954,-87.6544"
Bridgeport,"41.8378,-87.6511"
,"41.9023,-87.6277"
,"41.9023,-87.6277"
West Town,"41.903,-87.6975"
Lake View,"41.9455,-87.6464"
Near West Side,"41.8817,-87.6395"
Near North Side,"41.8958,-87.6259"
,"41.9069,-87.6262"
Lincoln Park,"41.9121,-87.6347"
,"41.8908,-87.6317"
Lincoln Park,"41.9139,-87.6488"
Uptown,"41.9658,-87.6454"
Near West Side,"41.869,-87.6591"
,"41.8947,-87.6344"
,"41.9079,-87.6316"
,"41.8882,-87.6364"
Loop,"41.884,-87.6247"
Loop,"41.881,-87.6167"
Lake View,"41.9495,-87.6465"
Near West Side,"41.8855,-87.6523"
